case,axis,axis_level,replicate,method,metric,value
sample_replicate_axis,sample_seed_replicate,1,rep3,kriging,variance_mean,6.119251870187891
sample_replicate_axis,sample_seed_replicate,1,rep3,rbf_bootstrap,mse,5.7252769155514835
sample_replicate_axis,sample_seed_replicate,1,rep3,rbf_bootstrap,umg,0.6332121212121211
sample_replicate_axis,sample_seed_replicate,1,rep3,rbf_bootstrap,variance_mean,1.808825925199359
sample_replicate_axis,sample_seed_replicate,1,rep3,sgs,mse,5.390883356443546
sample_replicate_axis,sample_seed_replicate,1,rep3,sgs,umg,0.9166060606060606
sample_replicate_axis,sample_seed_replicate,1,rep3,sgs,variance_mean,5.352778687649123
sample_replicate_axis,sample_seed_replicate,1,rep4,gp_mle,mse,4.520799590249121
sample_replicate_axis,sample_seed_replicate,1,rep4,gp_mle,umg,0.9819149388623073
sample_replicate_axis,sample_seed_replicate,1,rep4,gp_mle,variance_mean,5.432758872403347
sample_replicate_axis,sample_seed_replicate,1,rep4,kriging,mse,5.060529054046247
sample_replicate_axis,sample_seed_replicate,1,rep4,kriging,umg,0.9867421584263689
sample_replicate_axis,sample_seed_replicate,1,rep4,kriging,variance_mean,6.6349980196219605
sample_replicate_axis,sample_seed_replicate,1,rep4,rbf_bootstrap,mse,4.371148272009675
sample_replicate_axis,sample_seed_replicate,1,rep4,rbf_bootstrap,umg,0.4800808080808081
sample_replicate_axis,sample_seed_replicate,1,rep4,rbf_bootstrap,variance_mean,0.906684176280022
sample_replicate_axis,sample_seed_replicate,1,rep4,sgs,mse,4.941714540043782
sample_replicate_axis,sample_seed_replicate,1,rep4,sgs,umg,0.9762243487506646
sample_replicate_axis,sample_seed_replicate,1,rep4,sgs,variance_mean,5.829563773661067
sample_replicate_axis,sample_seed_replicate,1,rep5,gp_mle,mse,7.045267459272349
sample_replicate_axis,sample_seed_replicate,1,rep5,gp_mle,umg,0.8160404040404041
sample_replicate_axis,sample_seed_replicate,1,rep5,gp_mle,variance_mean,3.9034928686345833
sample_replicate_axis,sample_seed_replicate,1,rep5,kriging,mse,6.654938794832791
sample_replicate_axis,sample_seed_replicate,1,rep5,kriging,umg,0.8730909090909091
sample_replicate_axis,sample_seed_replicate,1,rep5,kriging,variance_mean,5.042860995993854
sample_replicate_axis,sample_seed_replicate,1,rep5,rbf_bootstrap,mse,7.5674481282881025
sample_replicate_axis,sample_seed_replicate,1,rep5,rbf_bootstrap,umg,0.3730505050505051
sample_replicate_axis,sample_seed_replicate,1,rep5,rbf_bootstrap,variance_mean,0.49186015442156367
sample_replicate_axis,sample_seed_replicate,1,rep5,sgs,mse,7.113367325807623
sample_replicate_axis,sample_seed_replicate,1,rep5,sgs,umg,0.8355555555555556
