axis_level,method,p_interval,fraction_in
500,gp_mle,0.3157894736842105,0.30222782681799076
500,gp_mle,0.3684210526315789,0.3564522908785204
500,gp_mle,0.42105263157894735,0.4077343421605717
500,gp_mle,0.47368421052631576,0.4594367381252627
500,gp_mle,0.5263157894736842,0.5140815468684321
500,gp_mle,0.5789473684210527,0.567885666246322
500,gp_mle,0.631578947368421,0.6191677175283733
500,gp_mle,0.6842105263157894,0.6809583858764187
500,gp_mle,0.7368421052631579,0.7301387137452712
500,gp_mle,0.7894736842105263,0.7734342160571669
500,gp_mle,0.8421052631578947,0.8242959226565784
500,gp_mle,0.894736842105263,0.8835645229087852
500,gp_mle,0.9473684210526315,0.9407313997477932
500,gp_mle,1.0,1.0
